('J', 24, 34)
('7', 24, 33)
('-', 23, 33)
('F', 22, 33)
('J', 22, 34)
('-', 21, 34)
('-', 20, 34)
('-', 19, 34)
('-', 18, 34)
('L', 17, 34)
('7', 17, 33)
('F', 16, 33)
('|', 16, 34)
('|', 16, 35)
('J', 16, 36)
('L', 15, 36)
('7', 15, 35)
('-', 14, 35)
('-', 13, 35)
('L', 12, 35)
('F', 12, 34)
('-', 13, 34)
('-', 14, 34)
('J', 15, 34)
('7', 15, 33)
('-', 14, 33)
('-', 13, 33)
('-', 12, 33)
('F', 11, 33)
('|', 11, 34)
('|', 11, 35)
('J', 11, 36)
('-', 10, 36)
('-', 9, 36)
('L', 8, 36)
('7', 8, 35)
('-', 7, 35)
('L', 6, 35)
('7', 6, 34)
('L', 5, 34)
('|', 5, 33)
('F', 5, 32)
('7', 6, 32)
('L', 6, 33)
('7', 7, 33)
('L', 7, 34)
('-', 8, 34)
('7', 9, 34)
('L', 9, 35)
('J', 10, 35)
('|', 10, 34)
('7', 10, 33)
('-', 9, 33)
('L', 8, 33)
('F', 8, 32)
('-', 9, 32)
('J', 10, 32)
('7', 10, 31)
('-', 9, 31)
('-', 8, 31)
('L', 7, 31)
('F', 7, 30)
('J', 8, 30)
('F', 8, 29)
('7', 9, 29)
('L', 9, 30)
('J', 10, 30)
('F', 10, 29)
('-', 11, 29)
('7', 12, 29)
('J', 12, 30)
('F', 11, 30)
('|', 11, 31)
('L', 11, 32)
('-', 12, 32)
('-', 13, 32)
('-', 14, 32)
('J', 15, 32)
('7', 15, 31)
('-', 14, 31)
('L', 13, 31)
('F', 13, 30)
('J', 14, 30)
('7', 14, 29)
('L', 13, 29)
('7', 13, 28)
('-', 12, 28)
('-', 11, 28)
('-', 10, 28)
('L', 9, 28)
('|', 9, 27)
('|', 9, 26)
('|', 9, 25)
('|', 9, 24)
('F', 9, 23)
('7', 10, 23)
('|', 10, 24)
('|', 10, 25)
('|', 10, 26)
('L', 10, 27)
('-', 11, 27)
('-', 12, 27)
('J', 13, 27)
('7', 13, 26)
('-', 12, 26)
('L', 11, 26)
('|', 11, 25)
('F', 11, 24)
('7', 12, 24)
('L', 12, 25)
('J', 13, 25)
('|', 13, 24)
('F', 13, 23)
('7', 14, 23)
('|', 14, 24)
('L', 14, 25)
('J', 15, 25)
('F', 15, 24)
('7', 16, 24)
('|', 16, 25)
('J', 16, 26)
('-', 15, 26)
('F', 14, 26)
('|', 14, 27)
('L', 14, 28)
('7', 15, 28)
('|', 15, 29)
('L', 15, 30)
('7', 16, 30)
('|', 16, 31)
('L', 16, 32)
('J', 17, 32)
('F', 17, 31)
('7', 18, 31)
('|', 18, 32)
('L', 18, 33)
('J', 19, 33)
('|', 19, 32)
('|', 19, 31)
('7', 19, 30)
('-', 18, 30)
('L', 17, 30)
('7', 17, 29)
('L', 16, 29)
('F', 16, 28)
('J', 17, 28)
('|', 17, 27)
('|', 17, 26)
('|', 17, 25)
('|', 17, 24)
('F', 17, 23)
('7', 18, 23)
('|', 18, 24)
('|', 18, 25)
('|', 18, 26)
('|', 18, 27)
('|', 18, 28)
('L', 18, 29)
('-', 19, 29)
('7', 20, 29)
('|', 20, 30)
('|', 20, 31)
('|', 20, 32)
('L', 20, 33)
('J', 21, 33)
('F', 21, 32)
('-', 22, 32)
('-', 23, 32)
('J', 24, 32)
('7', 24, 31)
('-', 23, 31)
('-', 22, 31)
('L', 21, 31)
('F', 21, 30)
('J', 22, 30)
('F', 22, 29)
('7', 23, 29)
('L', 23, 30)
('J', 24, 30)
('|', 24, 29)
('7', 24, 28)
('-', 23, 28)
('-', 22, 28)
('-', 21, 28)
('L', 20, 28)
('7', 20, 27)
('L', 19, 27)
('F', 19, 26)
('J', 20, 26)
('F', 20, 25)
('7', 21, 25)
('|', 21, 26)
('L', 21, 27)
('J', 22, 27)
('F', 22, 26)
('7', 23, 26)
('L', 23, 27)
('-', 24, 27)
('7', 25, 27)
('|', 25, 28)
('|', 25, 29)
('|', 25, 30)
('L', 25, 31)
('J', 26, 31)
('|', 26, 30)
('|', 26, 29)
('|', 26, 28)
('|', 26, 27)
('7', 26, 26)
('-', 25, 26)
('L', 24, 26)
('7', 24, 25)
('-', 23, 25)
('L', 22, 25)
('7', 22, 24)
('-', 21, 24)
('-', 20, 24)
('L', 19, 24)
('F', 19, 23)
('J', 20, 23)
('7', 20, 22)
('-', 19, 22)
('L', 18, 22)
('|', 18, 21)
('7', 18, 20)
('L', 17, 20)
('F', 17, 19)
('-', 18, 19)
('7', 19, 19)
('|', 19, 20)
('L', 19, 21)
('J', 20, 21)
('F', 20, 20)
('J', 21, 20)
('|', 21, 19)
('F', 21, 18)
('7', 22, 18)
('|', 22, 19)
('|', 22, 20)
('J', 22, 21)
('F', 21, 21)
('|', 21, 22)
('L', 21, 23)
('-', 22, 23)
('7', 23, 23)
('L', 23, 24)
('-', 24, 24)
('7', 25, 24)
('L', 25, 25)
('J', 26, 25)
('|', 26, 24)
('7', 26, 23)
('-', 25, 23)
('L', 24, 23)
('F', 24, 22)
('J', 25, 22)
('|', 25, 21)
('7', 25, 20)
('-', 24, 20)
('L', 23, 20)
('|', 23, 19)
('|', 23, 18)
('|', 23, 17)
('F', 23, 16)
('7', 24, 16)
('|', 24, 17)
('|', 24, 18)
('L', 24, 19)
('J', 25, 19)
('|', 25, 18)
('|', 25, 17)
('|', 25, 16)
('|', 25, 15)
('F', 25, 14)
('-', 26, 14)
('7', 27, 14)
('J', 27, 15)
('F', 26, 15)
('L', 26, 16)
('-', 27, 16)
('7', 28, 16)
('J', 28, 17)
('-', 27, 17)
('F', 26, 17)
('L', 26, 18)
('7', 27, 18)
('J', 27, 19)
('F', 26, 19)
('L', 26, 20)
('7', 27, 20)
('J', 27, 21)
('F', 26, 21)
('L', 26, 22)
('7', 27, 22)
('|', 27, 23)
('|', 27, 24)
('|', 27, 25)
('|', 27, 26)
('|', 27, 27)
('|', 27, 28)
('|', 27, 29)
('|', 27, 30)
('L', 27, 31)
('J', 28, 31)
('|', 28, 30)
('|', 28, 29)
('|', 28, 28)
('|', 28, 27)
('|', 28, 26)
('|', 28, 25)
('|', 28, 24)
('F', 28, 23)
('J', 29, 23)
('7', 29, 22)
('L', 28, 22)
('F', 28, 21)
('J', 29, 21)
('7', 29, 20)
('L', 28, 20)
('F', 28, 19)
('-', 29, 19)
('7', 30, 19)
('|', 30, 20)
('|', 30, 21)
('|', 30, 22)
('L', 30, 23)
('7', 31, 23)
('J', 31, 24)
('-', 30, 24)
('F', 29, 24)
('L', 29, 25)
('7', 30, 25)
('J', 30, 26)
('F', 29, 26)
('L', 29, 27)
('7', 30, 27)
('J', 30, 28)
('F', 29, 28)
('L', 29, 29)
('7', 30, 29)
('J', 30, 30)
('F', 29, 30)
('|', 29, 31)
('L', 29, 32)
('J', 30, 32)
('F', 30, 31)
('7', 31, 31)
('L', 31, 32)
('J', 32, 32)
('|', 32, 31)
('|', 32, 30)
('7', 32, 29)
('L', 31, 29)
('F', 31, 28)
('J', 32, 28)
('7', 32, 27)
('L', 31, 27)
('F', 31, 26)
('J', 32, 26)
('F', 32, 25)
('7', 33, 25)
('|', 33, 26)
('|', 33, 27)
('|', 33, 28)
('|', 33, 29)
('|', 33, 30)
('|', 33, 31)
('L', 33, 32)
('7', 34, 32)
('J', 34, 33)
('F', 33, 33)
('L', 33, 34)
('7', 34, 34)
('|', 34, 35)
('L', 34, 36)
('J', 35, 36)
('F', 35, 35)
('J', 36, 35)
('7', 36, 34)
('L', 35, 34)
('|', 35, 33)
('|', 35, 32)
('7', 35, 31)
('L', 34, 31)
('|', 34, 30)
('|', 34, 29)
('F', 34, 28)
('7', 35, 28)
('|', 35, 29)
('L', 35, 30)
('J', 36, 30)
('|', 36, 29)
('|', 36, 28)
('7', 36, 27)
('L', 35, 27)
('7', 35, 26)
('L', 34, 26)
('F', 34, 25)
('J', 35, 25)
('7', 35, 24)
('-', 34, 24)
('L', 33, 24)
('7', 33, 23)
('L', 32, 23)
('|', 32, 22)
('7', 32, 21)
('L', 31, 21)
('|', 31, 20)
('|', 31, 19)
('7', 31, 18)
('-', 30, 18)
('L', 29, 18)
('F', 29, 17)
('-', 30, 17)
('J', 31, 17)
('7', 31, 16)
('-', 30, 16)
('L', 29, 16)
('|', 29, 15)
('F', 29, 14)
('7', 30, 14)
('L', 30, 15)
('-', 31, 15)
('7', 32, 15)
('|', 32, 16)
('|', 32, 17)
('L', 32, 18)
('7', 33, 18)
('J', 33, 19)
('F', 32, 19)
('L', 32, 20)
('-', 33, 20)
('7', 34, 20)
('J', 34, 21)
('F', 33, 21)
('L', 33, 22)
('7', 34, 22)
('L', 34, 23)
('-', 35, 23)
('7', 36, 23)
('|', 36, 24)
('|', 36, 25)
('L', 36, 26)
('J', 37, 26)
('|', 37, 25)
('|', 37, 24)
('|', 37, 23)
('7', 37, 22)
('-', 36, 22)
('L', 35, 22)
('F', 35, 21)
('-', 36, 21)
('J', 37, 21)
('7', 37, 20)
('-', 36, 20)
('L', 35, 20)
('7', 35, 19)
('L', 34, 19)
('F', 34, 18)
('-', 35, 18)
('7', 36, 18)
('L', 36, 19)
('J', 37, 19)
('F', 37, 18)
('J', 38, 18)
('7', 38, 17)
('-', 37, 17)
('-', 36, 17)
('-', 35, 17)
('-', 34, 17)
('L', 33, 17)
('F', 33, 16)
('J', 34, 16)
('7', 34, 15)
('L', 33, 15)
('|', 33, 14)
('F', 33, 13)
('7', 34, 13)
('L', 34, 14)
('7', 35, 14)
('|', 35, 15)
('L', 35, 16)
('J', 36, 16)
('F', 36, 15)
('7', 37, 15)
('L', 37, 16)
('J', 38, 16)
('|', 38, 15)
('7', 38, 14)
('L', 37, 14)
('F', 37, 13)
('J', 38, 13)
('F', 38, 12)
('7', 39, 12)
('L', 39, 13)
('7', 40, 13)
('J', 40, 14)
('F', 39, 14)
('|', 39, 15)
('|', 39, 16)
('L', 39, 17)
('J', 40, 17)
('F', 40, 16)
('J', 41, 16)
('|', 41, 15)
('|', 41, 14)
('|', 41, 13)
('F', 41, 12)
('7', 42, 12)
('|', 42, 13)
('|', 42, 14)
('|', 42, 15)
('|', 42, 16)
('J', 42, 17)
('F', 41, 17)
('J', 41, 18)
('-', 40, 18)
('F', 39, 18)
('J', 39, 19)
('F', 38, 19)
('|', 38, 20)
('L', 38, 21)
('-', 39, 21)
('J', 40, 21)
('|', 40, 20)
('F', 40, 19)
('7', 41, 19)
('L', 41, 20)
('7', 42, 20)
('J', 42, 21)
('F', 41, 21)
('J', 41, 22)
('-', 40, 22)
('-', 39, 22)
('F', 38, 22)
('|', 38, 23)
('|', 38, 24)
('|', 38, 25)
('|', 38, 26)
('J', 38, 27)
('F', 37, 27)
('L', 37, 28)
('7', 38, 28)
('J', 38, 29)
('F', 37, 29)
('|', 37, 30)
('J', 37, 31)
('F', 36, 31)
('|', 36, 32)
('L', 36, 33)
('7', 37, 33)
('|', 37, 34)
('L', 37, 35)
('7', 38, 35)
('|', 38, 36)
('L', 38, 37)
('J', 39, 37)
('|', 39, 36)
('|', 39, 35)
('7', 39, 34)
('L', 38, 34)
('F', 38, 33)
('J', 39, 33)
('F', 39, 32)
('7', 40, 32)
('L', 40, 33)
('-', 41, 33)
('7', 42, 33)
('J', 42, 34)
('-', 41, 34)
('F', 40, 34)
('|', 40, 35)
('|', 40, 36)
('|', 40, 37)
('|', 40, 38)
('|', 40, 39)
('|', 40, 40)
('L', 40, 41)
('J', 41, 41)
('|', 41, 40)
('|', 41, 39)
('|', 41, 38)
('|', 41, 37)
('|', 41, 36)
('F', 41, 35)
('7', 42, 35)
('|', 42, 36)
('|', 42, 37)
('L', 42, 38)
('J', 43, 38)
('F', 43, 37)
('J', 44, 37)
('7', 44, 36)
('L', 43, 36)
('|', 43, 35)
('|', 43, 34)
('|', 43, 33)
('7', 43, 32)
('-', 42, 32)
('L', 41, 32)
('7', 41, 31)
('-', 40, 31)
('-', 39, 31)
('L', 38, 31)
('F', 38, 30)
('J', 39, 30)
('|', 39, 29)
('|', 39, 28)
('|', 39, 27)
('|', 39, 26)
('|', 39, 25)
('|', 39, 24)
('F', 39, 23)
('-', 40, 23)
('7', 41, 23)
('J', 41, 24)
('F', 40, 24)
('L', 40, 25)
('7', 41, 25)
('J', 41, 26)
('F', 40, 26)
('|', 40, 27)
('|', 40, 28)
('|', 40, 29)
('L', 40, 30)
('J', 41, 30)
('|', 41, 29)
('|', 41, 28)
('F', 41, 27)
('J', 42, 27)
('|', 42, 26)
('F', 42, 25)
('J', 43, 25)
('|', 43, 24)
('7', 43, 23)
('L', 42, 23)
('F', 42, 22)
('J', 43, 22)
('|', 43, 21)
('|', 43, 20)
('7', 43, 19)
('L', 42, 19)
('F', 42, 18)
('J', 43, 18)
('|', 43, 17)
('F', 43, 16)
('7', 44, 16)
('|', 44, 17)
('L', 44, 18)
('7', 45, 18)
('J', 45, 19)
('F', 44, 19)
('L', 44, 20)
('7', 45, 20)
('J', 45, 21)
('F', 44, 21)
('|', 44, 22)
('|', 44, 23)
('L', 44, 24)
('7', 45, 24)
('J', 45, 25)
('F', 44, 25)
('J', 44, 26)
('F', 43, 26)
('|', 43, 27)
('J', 43, 28)
('F', 42, 28)
('|', 42, 29)
('|', 42, 30)
('L', 42, 31)
('J', 43, 31)
('|', 43, 30)
('F', 43, 29)
('J', 44, 29)
('|', 44, 28)
('F', 44, 27)
('7', 45, 27)
('L', 45, 28)
('J', 46, 28)
('|', 46, 27)
('|', 46, 26)
('F', 46, 25)
('7', 47, 25)
('|', 47, 26)
('|', 47, 27)
('|', 47, 28)
('J', 47, 29)
('-', 46, 29)
('F', 45, 29)
('J', 45, 30)
('F', 44, 30)
('L', 44, 31)
('7', 45, 31)
('J', 45, 32)
('F', 44, 32)
('|', 44, 33)
('|', 44, 34)
('L', 44, 35)
('7', 45, 35)
('|', 45, 36)
('L', 45, 37)
('7', 46, 37)
('J', 46, 38)
('F', 45, 38)
('L', 45, 39)
('7', 46, 39)
('J', 46, 40)
('-', 45, 40)
('L', 44, 40)
('7', 44, 39)
('F', 43, 39)
('J', 43, 40)
('F', 42, 40)
('|', 42, 41)
('J', 42, 42)
('-', 41, 42)
('F', 40, 42)
('L', 40, 43)
('-', 41, 43)
('7', 42, 43)
('L', 42, 44)
('J', 43, 44)
('F', 43, 43)
('7', 44, 43)
('|', 44, 44)
('|', 44, 45)
('J', 44, 46)
('F', 43, 46)
('L', 43, 47)
('-', 44, 47)
('7', 45, 47)
('L', 45, 48)
('-', 46, 48)
('-', 47, 48)
('J', 48, 48)
('7', 48, 47)
('-', 47, 47)
('L', 46, 47)
('7', 46, 46)
('L', 45, 46)
('|', 45, 45)
('|', 45, 44)
('|', 45, 43)
('7', 45, 42)
('-', 44, 42)
('L', 43, 42)
('F', 43, 41)
('-', 44, 41)
('-', 45, 41)
('7', 46, 41)
('|', 46, 42)
('|', 46, 43)
('|', 46, 44)
('L', 46, 45)
('7', 47, 45)
('L', 47, 46)
('J', 48, 46)
('F', 48, 45)
('7', 49, 45)
('|', 49, 46)
('L', 49, 47)
('J', 50, 47)
('|', 50, 46)
('F', 50, 45)
('7', 51, 45)
('|', 51, 46)
('|', 51, 47)
('J', 51, 48)
('-', 50, 48)
('F', 49, 48)
('L', 49, 49)
('-', 50, 49)
('7', 51, 49)
('|', 51, 50)
('L', 51, 51)
('-', 52, 51)
('J', 53, 51)
('7', 53, 50)
('L', 52, 50)
('F', 52, 49)
('J', 53, 49)
('7', 53, 48)
('L', 52, 48)
('F', 52, 47)
('J', 53, 47)
('7', 53, 46)
('L', 52, 46)
('|', 52, 45)
('7', 52, 44)
('-', 51, 44)
('-', 50, 44)
('-', 49, 44)
('-', 48, 44)
('L', 47, 44)
('F', 47, 43)
('-', 48, 43)
('J', 49, 43)
('7', 49, 42)
('-', 48, 42)
('L', 47, 42)
('|', 47, 41)
('|', 47, 40)
('|', 47, 39)
('F', 47, 38)
('J', 48, 38)
('7', 48, 37)
('L', 47, 37)
('7', 47, 36)
('L', 46, 36)
('F', 46, 35)
('J', 47, 35)
('7', 47, 34)
('-', 46, 34)
('L', 45, 34)
('F', 45, 33)
('-', 46, 33)
('J', 47, 33)
('7', 47, 32)
('L', 46, 32)
('|', 46, 31)
('F', 46, 30)
('7', 47, 30)
('L', 47, 31)
('7', 48, 31)
('|', 48, 32)
('|', 48, 33)
('|', 48, 34)
('|', 48, 35)
('L', 48, 36)
('J', 49, 36)
('|', 49, 35)
('|', 49, 34)
('|', 49, 33)
('|', 49, 32)
('|', 49, 31)
('7', 49, 30)
('L', 48, 30)
('F', 48, 29)
('J', 49, 29)
('7', 49, 28)
('L', 48, 28)
('|', 48, 27)
('F', 48, 26)
('7', 49, 26)
('L', 49, 27)
('7', 50, 27)
('|', 50, 28)
('L', 50, 29)
('7', 51, 29)
('J', 51, 30)
('F', 50, 30)
('|', 50, 31)
('|', 50, 32)
('|', 50, 33)
('|', 50, 34)
('|', 50, 35)
('L', 50, 36)
('J', 51, 36)
('|', 51, 35)
('|', 51, 34)
('|', 51, 33)
('|', 51, 32)
('F', 51, 31)
('J', 52, 31)
('|', 52, 30)
('|', 52, 29)
('7', 52, 28)
('L', 51, 28)
('|', 51, 27)
('7', 51, 26)
('L', 50, 26)
('7', 50, 25)
('L', 49, 25)
('7', 49, 24)
('-', 48, 24)
('-', 47, 24)
('L', 46, 24)
('7', 46, 23)
('L', 45, 23)
('F', 45, 22)
